"estdepartureairport","estarrivalairport","flights"
KDTW,KMCO,5
EGNT,LEAL,8
LPPD,EKBI,1
KSAT,KSKF,2
FL16,"02FA",1
KMDW,KSTS,1
KRDG,KVGC,1
KMMU,KBED,7
KOLS,KFFZ,1
LGKN,KORD,2
KPHL,KRFD,3
LKKL,LGRP,8
KMCO,KWST,3
KFTW,"6PA8",1
LTAC,OJAM,2
KDEN,K12N,1
KMMU,KDCA,1
KFTY,KMDW,1
KVNY,KSMO,7
"7TS2",XS89,1
LTAC,EDDS,7
"70MN",KFCM,1
EVRA,UAAA,3
EGCC,"72FL",1
EBLG,LSZH,1
EGBD,EGKL,1
OMDB,OETH,42
EDRI,EDTB,1
YMMB,YTGG,7
TX96,K52F,1
KHYA,KHYA,6
KRFD,KMCI,4
LECU,LFBD,1
KBUR,KAVX,1
KSGF,KU42,1
KIAG,GA35,1
KVCB,KAPC,1
UKKK,EHLE,1
"3FD4",FL16,2
"05TE",KFTW,1
UKKK,LIAR,1
"54CL","54CL",1
KSUS,K1H0,1
KSTL,KMCW,2
LIMC,OMSJ,2
KLNK,"26LL",1
KMGE,"0GE4",1
"21NH",RI07,1
KBNA,KEGI,1
KSDF,"9IL6",3
"9NC9",KLGA,7
EGUO,EGBO,1
AL41,KECP,2
EDDL,UUDD,7
KPNS,KROG,1
EDXN,EDFW,1
"1XS1",KHWO,2
KBOI,KS87,4
KDTS,"3AL1",1
LZDV,LZSE,1
"87NC",KRDU,3
KBOI,KVUO,6
KDLL,WI62,1
KOAK,"96CO",1
KORL,KCLT,2
KBNA,"44MI",1
KCNO,KNFG,1
KGRR,KBMG,1
KLGA,SC33,2
"0II8","8II2",1
EDPA,EDMK,1
YMHB,YSCB,2
MA55,KMMK,1
KLGA,KSGS,1
YTWB,YKRY,3
KKLS,KUAO,1
KLAX,KMYF,3
KORD,EGKR,1
"08TE",KSAT,1
"23OA",K06C,1
KDTW,KFCM,1
KMCO,"2GA9",2
KDEN,KSTS,4
EPRA,EPDE,1
K7S9,KOAK,1
KPHX,"8TX7",2
KFLG,TX05,1
UUDD,LIRF,5
EGHI,EGJA,11
LPFR,EGAD,6
KMAN,KEUL,3
KLBE,TX67,1
KCCR,KRHV,3
LJLJ,EPWA,4
EIKN,LEGE,1
KGLE,KT31,2
KOAK,KWVI,2
"01IA",KMSP,1
EDSB,EDDN,1
KONT,KABE,2
EKYT,EIDW,1
KVGT,NV47,1
KDFW,"48FL",1
KJFK,KBTF,4
KSTL,KFTY,2
ID25,KSZT,3
KDTW,"80PN",1
LKPR,KPHL,4
CYUL,KIND,1
KSJC,KSTS,2
"67KY",KMIA,1
CL77,KAUN,1
KMJX,KFOK,1
KDCA,"23FL",1
LJLJ,LGAV,1
CD39,KBJC,1
KNY2,NC27,1
LEAL,EPWR,1
RI07,KUUU,1
"60CL",KDWH,2
LKKL,EGNM,2
EHTW,EHTW,15
LOWS,LFPB,1
KFXE,KXFL,1
KSDL,"42AZ",4
KRHV,"67CA",2
"0GA0","1OA6",1
KAUS,KLWC,1
LFPO,LHTM,1
KANE,"70MN",3
KIAD,"1AZ2",1
ESGG,EPMO,2
KNY2,KIAD,7
RKSI,ELLX,2
OMDM,OMDM,1
"1FD4",FL40,1
EDFB,EDBJ,1
KTEB,KBID,1
KCPU,KO22,5
KSFF,"1ID3",5
KATW,"25GA",5
"5II9","57IS",1
EBMB,LIME,2
NZWN,NZWN,1
EHAM,LKSZ,2
KISP,KOWD,2
KABQ,MD43,3
EDDP,ENGM,2
KIAD,KISP,3
EGMC,LSZV,1
EDSB,LICA,1
KATL,"1GA2",1
KAJG,"3II2",1
KOJC,"1KS1",1
EGNV,EGCC,1
CBW8,CYTZ,1
KN14,KMJX,1
"9VG9",MD88,1
KRBD,"1TX6",1
EDST,EDFE,1
"3MD5",K2W6,1
"0NJ6",K3C8,1
KMFI,KDLL,1
LFMV,EBMB,1
EDWQ,EDXM,1
ENGM,LGAV,5
RJOT,RCTP,1
KX35,KAXH,1
KBVO,KGPM,1
PANC,PADK,3
TE74,"4XS1",1
EDFU,EDQY,1
PAMR,PAWS,2
LGSR,LFLL,1
LEPA,LEMP,1
YBMC,YBAF,4
KLAF,"4IN8",1
KBED,"0NK2",1
KCMA,KHWD,1
EGLF,EGNC,3
"2TA9",KXNA,1
"20NY",K01G,1
CPS2,CNU4,1
FAGC,FAWI,1
KMSP,MN67,4
CYUL,CSN3,1
KAPC,KBNG,2
LFOB,LIBR,2
KLAS,KBJC,1
KIAD,KIWS,1
EGNX,EDDV,1
LKPR,RKSI,1
KJVY,"0AL1",1
KPOC,KVNY,2
"11VG",KN13,1
"49TA",KIAH,1
KCMH,"2PN5",1
"60CO",KJFK,1
VA45,KOMH,5
KGYY,"6MI2",1
CYRO,CYTZ,2
KMSP,WA62,1
"4IS7",KDEC,2
K4G8,KCLE,1
VA87,"7MD8",1
KSDF,KTEW,1
TA61,"44TE",1
KSNA,KCXY,1
KBWI,MD05,1
LLBG,EDDM,15
LEMG,EBLG,2
KABE,KBED,3
CYUL,OTHH,5
LGKN,LGMG,1
EDDC,LSZH,13
"8MI9","8MI9",1
YPJT,YSEN,4
LFBG,LFDV,4
EHRD,LFPB,2
"89GE",KLDJ,1
ULLI,LIPC,1
KPNS,K06C,2
KTPA,OA16,4
"15CL",KDWA,2
KL70,KL70,3
LFNR,EIDW,3
"99IA",KSTL,3
EBCI,LIPH,5
"77OH",KK62,2
CYUL,KTEB,21
EGGD,EINN,2
KATL,EHAM,25
KMCO,CYUL,10
LSGL,LSZM,1
KMDW,KLUK,6
KJFK,SAEZ,15
"7PS7","09PA",3
EDLV,LOWW,1
K2G2,KY47,1
KUMP,II86,1
KSMO,KF70,4
EHGG,EGNV,1
EPWA,LBWN,1
KBUR,KSDF,3
EDDV,EDDT,1
"78MI",EDDM,3
KOMA,CYVR,1
KMJX,KHPN,2
LDZA,EIDW,3
"7FL4",KCRG,1
KBED,"2NC0",1
KBWI,KALB,10
KUUU,RI07,2
KDTO,"5TX2",1
KAUS,KFYV,1
EFHK,EGKB,1
KRDU,LFPG,6
EGSS,KMSP,1
KF70,KSEE,7
KGIF,FL61,2
KJWN,"6GA0",3
KLAS,"60CO",24
LJLJ,LJMB,2
KUES,"2MI3",1
LKKL,LKKY,1
KSDF,KSAN,9
KCNO,KRNM,5
EHEH,LTFJ,3
KAUS,KFXE,1
KTCY,CL84,1
KUES,TX05,1
OKBK,OBBI,1
KMTN,KFME,1
"54KS",SN59,1
KBMG,KOJC,1
SIDN,SSJC,1
EGBK,EGBM,1
KFCM,TN97,1
KGPM,KRBD,3
KCRG,KECP,1
EGBJ,EGHS,1
IN08,K8A0,1
KSGF,KSDF,4
"0CO1","17CO",3
EGPH,LEGE,2
KY70,KLOT,1
K63B,MA77,1
KONT,KSAN,2
"93IA",MY00,1
"3TX9","2LL1",1
KALN,KSET,5
KLAX,KMOD,2
LGSR,LSZH,3
EGLL,LMML,16
RJTK,YSSY,10
LGIR,LFNR,2
KORS,WN13,1
CT09,KTPA,1
KDAB,"51GA",6
EGCC,GCRR,5
KSTL,KIND,7
KTAN,"26MA",1
KORD,"23MN",7
EGGW,LLHZ,2
"85TE","6TS8",1
KPDK,KCZL,8
KOAK,CA54,1
LZTT,LOWK,1
"15FD",KAAF,1
KEDN,"49FD",1
OR40,KSPB,1
KTOA,KL70,3
KFXE,KDAB,2
"2CN3",CA42,1
LIMC,KEWR,5
KSJC,KVNY,19
ETNH,EDXC,1
KE16,"63CN",2
EGLC,EGNS,1
EHBK,EDCT,1
"9IN9",KBMG,1
"73IA","1IA9",1
KJVL,KMDW,3
KRDU,KTDF,4
KPNE,"9PA5",2
KBFI,KCLM,1
KSPI,KIND,1
KBDN,"63OR",2
KACK,KGHG,4
LIED,LSGG,2
LILG,LILE,2
UMKK,EVRA,1
KMER,"28CA",1
KACK,KFMH,1
KCNO,KDVT,2
"1TN0",KCDC,1
LPPT,EGPH,1
II53,II49,1
EGNX,EPMO,2
K9X1,KSFO,1
KOSH,KHPN,1
KNY2,KBOS,3
DE29,KOMH,1
KAFW,"18TE",1
LEMD,SEHI,5
KTUS,"2AZ8",1
KTEB,KSNS,1
VA45,KTEB,1
KSTP,KPTK,1
LGRP,EBMB,6
KONT,KAFW,4
KHWO,KSRQ,4
LEBL,SAEZ,5
EGNP,EPGD,4
K3HO,"05WI",1
KDFW,KGMU,1
KLAF,KOKK,1
YWLM,YBAF,1
"41NC",NC25,1
LMML,EPWR,1
"7FL6",KEVB,1
KTEB,KFMH,1
EGKE,EGKR,1
K5C1,KT82,2
LIPZ,OLBA,1
LFML,LHBP,1
"97OG",KEUL,1
KORD,"02XS",8
K47N,KLDJ,3
KUES,KLAX,1
KMCO,KMIA,7
"94TA",KDAL,1
RI20,KUUU,1
NJ69,"5PN7",2
LFHM,LFLE,2
EPWA,LGSA,5
KCRS,KJWY,1
LGSR,EDDF,2
"98OK",TE99,1
LOWW,LGSA,7
KLVK,KS03,1
FA83,"51FD",1
"4TE9",KSKF,1
"01FL",KXNA,1
"6GA4",GA06,1
"63AK",AK12,2
KMWC,"3WI3",1
KCUB,KCDN,2
KFUL,KBNG,2
"5PA1",PA44,1
LOWW,EGBB,4
YSCB,YTMU,2
"63CN",KSUU,1
EBBY,EBAV,1
LFBD,GMTT,2
YMND,YNBR,1
OA16,KMSP,1
KSMO,KSBD,1
EGCC,LFKB,1
OTBH,OMFJ,1
KDTO,"4TE0",1
KPGV,"6NC5",1
LTBV,LTAC,1
NZKE,NZAR,2
EDGB,EDGB,19
KEWR,KVPS,2
LGAV,EYRD,2
KBCT,KOPF,1
RKSI,KLAS,4
KFCM,KAMW,1
"26MA",NH17,1
KSAT,KSWF,1
CO10,"25CD",1
MI56,"3II0",1
KSWF,"8NC1",1
ETSB,ETHM,1
KDAL,K7F5,2
EPGD,ENUL,1
KMIA,DE09,1
"4IS9",KALN,1
LOWW,DTTA,1
"59KY",KLOU,1
LSZA,LSZR,1
EGTH,EGHP,1
KLDJ,"25GA",2
KSJC,LFPB,1
KOAK,KL22,1
KCMH,"02II",1
FA40,KSPI,1
EDOW,EDAY,1
EDBO,EDHL,1
KCGF,KGRR,1
KGVQ,KTTN,1
LGRP,EFKU,1
KCLL,"37TE",1
"09CO",KCOS,3
KEVV,"68IN",1
"9CL9",KC83,1
KPDK,KECP,4
KPVU,KCCB,1
KAUS,KGYB,1
"94FL","40FL",1
KORD,EDFH,2
EPBC,EPPL,2
KTUS,KIAD,1
"1PN0",KEVY,1
KLNK,KFTG,4
EDDL,LICZ,6
IN60,KIND,2
"67OK",KBVO,1
UUWW,LTBA,1
KRDG,KBOS,1
"71KY",LFPG,3
"8FA4",EDCT,1
KSFO,TS53,6
KCLT,"2OA4",1
KIND,KDCY,1
KLUK,"21OI",1
EDVK,EIDW,1
KVNY,AZ60,1
ESSA,LPFR,4
KHWD,KLGB,3
EDDB,EDQC,1
KGOO,KTMK,1
KPHX,"24AZ",2
KBUR,"9CA0",4
KRDU,KBNA,37
KDTW,KAFN,2
KMTN,KMTN,80
KMCI,KBNA,24
LEMD,EDDH,15
EDDF,FAOR,19
KORD,KSLC,12
KATL,KLAS,101
KSDF,KU42,7
KDFW,KSAF,20
"0OH9","2OH8",2
OTHH,LKVO,12
LIEO,LIMA,3
LFPG,LFAV,1
EHAM,OEDF,5
KIAD,KFRG,13
LLBG,KSFO,7
MO64,"70MN",1
KFFZ,KMZJ,18
KATL,KSFO,57
VTBD,WMKK,116
OMDB,LYBE,2
YPEA,YGIG,19
KPHX,KHOU,32
KMCI,KDFW,46
EDDS,EDOE,1
EDDF,LHBP,29
EDDH,LSZH,55
KLGA,KDFW,134
KOWD,MA72,5
KLHM,"08CL",1
KVNY,KTEB,33
KHGR,KYIP,1
KMSP,"97IA",1
EGGW,EGPF,16
LEBL,EGGW,24
ENGM,EKBI,25
KHOU,KHOU,17
EGSS,LOWW,13
LFPO,LSGG,24
EHAM,LSGG,37
FAOR,OMAA,6
KJFK,KJAX,14
LIRF,EGLL,28
EGCC,KLAS,9
LYBE,ESSA,8
KFKR,KFKR,26
LKSN,EPWA,1
YSSY,YBMC,46
KDVT,KPAN,14
KPHL,KTPA,49
ESSB,EFHK,25
EDDH,OMDB,14
KOAK,KO61,2
KOMH,KJYO,1
YPJT,YMUL,13
KSEA,KBLI,35
LGAV,LGSR,44
LTAC,EDDM,11
KSEA,KMSP,77
KTTD,KTTD,31
EFHK,LOWW,12
"0OH9","57OI",1
TE34,K50F,1
EGBB,EICK,16
VOBL,WMKK,26
KSEA,RJAK,3
KSMF,KAUS,5
ETOU,ETOU,6
"2AZ3",KDVT,38
KATL,KECP,37
LFPB,LEMD,6
LFML,EDDF,9
KBFI,"07KY",5
EDDF,LIMN,41
EKCH,EKBI,33
"1TS3",KLVJ,1
KVPS,KSGF,2
KTTN,KSDL,1
"28PA",KPTW,1
EBBR,ESSB,17
LSZH,EGLF,7
KJFK,EIDW,21
KDCA,KHOU,23
LIMF,EGGW,2
KVNY,TX05,6
KDPA,IA32,2
KHAF,KPAO,17
EGPH,EVRA,1
EDNE,EDMC,1
EGKK,LE85,9
FL84,KCLT,5
KHEF,"90VA",3
EDDF,VOBL,9
KIGQ,LL10,1
EGBM,EGBT,1
LEPA,LIQL,1
EPKK,LFPG,7
LLBG,LGIR,17
KCMA,KU77,1
KORL,KDCM,5
LOWS,LOWW,11
KBNA,KAUS,5
"74IN",IN85,1
EDMO,EDLN,2
KADS,"2TS4",4
KPVD,KMVY,9
LFPO,LFMY,26
LOWS,EDLR,1
EGTF,EBCI,1
KPHL,KSMF,4
LGAV,LEMD,26
EKYT,EHAM,5
K4S2,"0OR9",1
KABQ,KDEN,28
CA66,KSQL,8
ENVA,ENBO,26
KPHX,TX05,4
KSAV,"8KY6",1
ESGG,EPGD,5
EPGD,ESGG,5
KWHP,CA97,2
KCOE,KTOA,1
KHSV,KPDK,2
SBKP,LPPT,9
LPPT,LPPD,40
"84NC",KPGV,1
KABQ,KSFO,13
LEAL,DAAG,12
EDDT,LPPT,12
KLVJ,K2F0,1
KIAD,SAAR,1
KSNA,KDVT,3
EDDF,SAEZ,7
KCCB,"9CA0",3
KSAN,KAKH,11
KAFW,KSJC,3
KSTJ,SN43,1
KHWV,KHWV,17
OTHH,OTBD,2
KOWD,PN66,1
EDDW,EHAM,25
LEMD,LSGG,43
KEWR,KCLE,19
EPWA,OTHH,14
KBOS,KAUS,12
EGTF,EGJJ,1
KSRQ,KSRQ,21
KRYY,"0GA4",1
KMQS,KLOM,5
KABQ,KJFK,5
KMYF,KLAF,1
LFBD,LEAL,1
YGYM,YMYB,1
"07KY",II03,1
EDDP,LIME,6
"88PA",CYYZ,2
OTHH,EGKK,19
ELLX,LIPZ,5
KLAS,KCRQ,17
YPJT,YBUN,16
KAPA,K11V,1
"57FA",KISM,1
LBWN,EGGW,5
ESKX,LDRG,1
KD98,MI50,1
ZGSD,ZUCK,10
ESSA,EGCC,14
KBEH,KBEH,6
KFTW,KTRL,3
EDDF,UKBB,38
K1BT,K1H0,1
LLBG,ULLI,3
EDWS,EDWR,1
KDTW,"1WI6",7
SBBP,SBCB,1
LEBL,ENBR,1
EHAM,LCPH,2
KBDN,"44OR",2
SSBN,SSCO,2
LSGG,DAAG,4
KRDU,"25NC",2
KISM,KTPF,3
"75IS","4LL1",13
XS88,KTKI,1
KBID,KSNC,1
KLNK,CYUL,1
CT20,"90PN",1
EDFE,EDJA,2
KMHR,"68CA",5
EGNT,LIRF,2
LEMD,LROP,9
KTTN,KORD,6
KPMP,KNEN,1
"3MD4",KLOM,1
EBMB,"38OI",1
KORD,KROA,20
KXNA,KDEN,3
"01FL",KX50,1
KSMO,KHHR,7
KLEE,FL97,4
EIDW,EIDW,4
KJST,KBWI,4
CYYJ,KSFF,1
"01VA",KJYO,5
KAPA,KLMO,3
"71KY","4GA6",7
KPHX,KFLL,9
PS23,"32PN",1
LIPE,LIEE,2
"63FD","9FL5",2
LIPD,LIPQ,1
EKYT,EKTS,5
KMCF,KGRK,1
LGIR,ULLI,4
UKBB,OJAM,1
KTEB,KSDL,5
KJST,PN66,1
KDFW,"52NC",1
KJWN,TN94,2
"34IS","85LL",1
KDCA,FD83,13
LLBG,EGGW,14
KENW,WS78,1
EDDL,LTAE,2
KRIR,KRIR,2
KNRB,"8FL0",4
KPWK,IS59,1
CYPQ,CYHM,1
ENGM,LEMD,10
KOAK,"1AZ2",17
KABQ,KSMO,1
KEYE,MI67,1
LPFR,LFQS,1
VNKT,RKSI,3
KMQJ,IN81,1
KDTO,K5C1,1
EDDP,UKBB,6
KLGB,KRNO,8
LHBP,LIME,12
LHBP,EKCH,16
KLGA,KXNA,17
LGIR,EGBB,8
VOBL,OMDB,37
K0L7,KVGT,6
KRDG,"2PA6",3
"6FD7","4AL2",1
KS50,WN42,1
SN59,KAHQ,1
KFLV,AL72,1
EHAM,ENZV,8
KPDK,KHOU,6
KBTP,"2OA1",1
KIND,KIAH,2
KBUR,KSFO,51
KBUF,KEWR,31
KTOA,KLAS,6
"2AZ3",CA75,1
PAEN,OL99,2
LMML,EDDF,25
KORD,KFTG,54
KPLU,KPLU,2
KDEN,KPDX,68
LIMC,LIRF,67
EGCC,EDDT,12
PANC,KBFI,8
LEMD,LELL,19
LEMD,LSZM,18
KBUF,KDTW,15
LIRU,LIRU,75
LFML,EBBR,3
KADS,"39TA",2
KORD,LFPG,21
EGKK,UKBB,13
UIII,UUDD,31
KNUW,KS83,1
KORD,KCOS,27
ESGG,ESPA,1
KIAH,KBOS,11
LSZM,LPPT,18
EIDW,ENGM,13
OMAA,UUDD,5
KBDR,"4VG2",1
SBKP,SWJX,14
LIRF,LIMA,28
KRYY,KHPN,1
YBAF,YCHB,1
KTEB,KDAL,17
OTBD,OTBD,59
KSAN,EGLL,5
KGYR,AZ13,5
KPHL,KXNA,6
"1II8","4II2",1
KAFW,"60CO",3
ESSA,LFPG,60
LIRF,OKBK,1
KU42,KLGB,30
KBOI,KDEN,19
KDAA,KBKL,1
KFOK,KPNE,1
EDDS,LTBW,27
AL16,KORD,9
KORL,FD83,4
KHPN,KFLL,6
KVGT,KPRC,1
KIAD,XS21,1
KDFW,KCOS,34
LIME,EPWA,7
LIRA,EKBI,3
NH76,KDXR,2
K52F,KAPA,1
KJFK,KPDX,23
LFPG,RKSI,26
KBOI,KOAK,21
EGNX,KPHL,5
KSAN,KBOS,25
DAAG,LFJL,5
KIND,MD43,6
"03KY",KBNA,2
KSAN,KSAN,7
KPAE,"2WA1",1
EDDB,LFRS,1
LTBA,VOBL,2
LEPA,EDLR,6
KPWK,KPTK,2
KSAC,KMOD,2
RPLC,OMDB,7
UUDD,EDDF,31
"17CO",KLMO,3
K5C1,"17TE",2
KSAT,KHWO,8
LIEO,EDDM,14
EIKN,LPFR,3
KHPN,KMKC,4
LKZM,LKHK,2
EGGD,ESSA,2
EPGD,EDDK,3
LOWW,LTAC,5
KIAD,LPPT,12
KFLG,KPHX,22
LOWW,EDDK,41
LIPX,LIRF,21
KBED,MA72,6
KIAD,KRDU,19
KJAX,KOPF,17
KLGA,NC03,1
YMML,OTHH,8
CYYZ,KIND,21
OMSJ,LEZG,2
KCDW,"1NK5",1
KBFI,KLAS,7
KSAT,KHHR,14
KXNA,KSUS,2
LIPO,EBAW,1
LOWW,EKCH,35
VMMC,VHHH,3
KOMH,KHEF,2
EDDS,LEBL,13
LIBD,EHAM,8
KGYR,AZ90,2
KSCH,KCLT,4
CA66,KDVO,2
"1AZ0","1AZ0",17
KTPF,"4FL9",1
CYUL,LLBG,2
SBGR,EHAM,7
KSAT,KBWI,9
CD14,KEWR,2
KTEB,LFLB,1
KBOS,KSTL,28
YBAF,LGRS,3
YMHB,YSSY,48
KMMU,KHYA,2
KTTD,"0OR9",2
LKBU,LGIR,6
KCDW,KPDK,1
KRVS,KDAL,3
EDDT,ESSA,30
LIBD,LFBD,2
KDFW,KATL,4
KBNA,KATL,3
LEMD,LIPE,19
LTBA,EDCT,4
ESGG,ESGG,4
"2AZ7",KDVT,14
EHAM,KDFW,7
LGAV,LIMC,13
KHUA,AL93,4
EBBR,EDDK,3
KTYS,"87NC",1
"3PN9",PS15,1
KYIP,KYIP,39
KPWK,KBEH,1
EDDN,EDDH,16
LKPR,LPPT,7
KAUS,KTUL,4
EFTU,EVRA,11
"1PS0",KAGC,1
KCLT,KDWH,15
KXNA,KORD,50
KLAS,CYHM,4
LILC,LIMB,1
LFPO,LPFR,12
LGRP,LHTM,4
EDLW,LHBP,2
EDTP,EDTZ,1
KSUS,"20MO",1
"25GA",SBGR,1
KFTY,KSGF,4
KSEE,KFUL,2
EGPF,EDDB,6
LIRU,LIRV,10
KPHL,"4GA6",21
ETAR,"78NC",1
EGGD,LGKO,3
LIEO,LSGG,11
KMKE,CYYZ,11
EGGW,LPFR,24
KABQ,KAUS,3
KCLT,NC47,3
KSJC,KU42,10
KVPS,KCVG,1
CYML,CYRC,1
"74XA","6TA3",1
KLCK,KOPF,1
"3AR2",KIWS,1
LGIR,LIBD,1
EGKK,CYYZ,17
EKCH,LIDU,1
"1MI5",KOZW,2
EGSX,EGSG,2
"37AZ",KCHD,11
NZWN,NZHN,15
YBAF,YSPE,3
KLAS,"4AZ8",1
KPDX,"80GA",1
"1AZ2",KAPA,1
KHSV,K20A,3
ESSA,VIDP,3
KBOS,KBKL,18
KCLT,EDDF,5
KSJC,KSWF,1
YPPH,EGLL,7
KFWQ,K2W6,1
YSLT,YSRI,1
RPLS,RCTP,5
LFCR,EBCI,1
KORD,KEZI,4
LSGG,EGBB,3
KMMU,KC27,1
LYBE,LOWL,4
KCKB,KORD,2
LIME,EGPH,3
KFWQ,"5CT7",1
EGXW,EGXW,5
LEBL,EGAC,6
KSEE,KCRQ,11
LCPH,EGKK,10
ZGSZ,WBKK,8
"89NJ",KHPN,1
EGGD,LGAV,2
ETHM,EDKB,2
KMDW,UT13,3
GA53,KJZP,2
LTFJ,LGAV,12
LFBD,DAAG,3
LSZR,LSZX,1
"3GE9",GA53,1
KTYS,"09FL",1
KCLT,NH76,3
EDDF,LTFJ,20
ZGSZ,RPLL,8
KC77,KEFT,3
KBDN,OR04,3
RJBB,LFPG,8
KCRG,KTIX,5
KFTG,"1CO8",2
EFHK,EPWA,15
ESGG,LEMG,8
K39N,K3N6,2
KSKX,KABQ,1
KSMF,KSFO,15
KSKF,KHDO,1
EGLC,EGCN,1
KSFO,KBWI,13
LGAV,LFFI,1
KBKL,KLPR,2
LKPD,LKSK,2
NZKF,NZAA,3
LGAV,EDDT,9
EDTX,LSZV,3
EHEH,EGPH,3
KO69,KSQL,9
KCLE,KPHX,8
EGSS,ENGM,15
FD81,FL54,2
OBBI,LICZ,2
KAFW,XA99,1
KBOS,EHAM,19
KGRR,KGRR,27
LFPG,OBBI,7
KRFD,KPHL,6
RJBB,RJOO,2
LSZM,EDFB,1
KISM,KHWO,2
KCLT,EGLL,8
"40FL",KCHN,1
EVRA,ENUL,1
OK11,TS47,1
KDPA,KLNK,1
"7PN0",KABE,2
CYUL,LTBW,3
KBLI,WA05,1
KHHR,"3CA9",1
LJMB,LJCE,1
KSRQ,KUGN,1
EGBM,EGLS,1
TX62,KHQZ,1
"5NC3",KPTK,1
LSGG,LIMA,1
EDDM,LICZ,7
KFCM,KCPS,1
II29,KLUK,1
K9X1,KEWR,3
KHWO,FD20,2
"7PS7","5PA3",4
LGRP,EGKR,2
"5MO3",KSGF,1
KNKX,KNZY,2
K2W6,NH76,1
YSRI,YSDU,2
KL70,"2CN8",1
"7FA8",KVDF,1
KROC,NY13,1
KTTD,WA67,2
K1V6,CO12,1
KUGN,K3CK,1
RKRB,RJAH,1
KCMH,"80OH",1
EDDV,EGHI,1
KLVK,K1O3,1
CYUL,KPDK,1
FD08,KFXE,2
KUAO,"9CL2",1
KMMU,KGYY,1
KLZU,"2GA0",2
"24PA",KBFD,3
CA42,KOKB,1
KSEA,KSDF,1
IA35,SC08,1
EDLU,EDLU,2
KHPN,GA92,1
EPKK,LIMN,2
EGDY,EGTC,1
YSBK,YNRM,2
KISP,CT01,1
KFLL,KNRB,1
"42AK","3AK1",1
KOAK,KBLI,2
"8NC1","3NJ1",1
EGSC,EGVT,1
MU20,KMKC,2
KATW,KCMY,1
LGAV,LIAR,2
EDRF,EDLN,1
EGNE,EGBB,1
KFTW,K3F2,1
WA08,KS83,1
PAEN,AK18,1
KN14,K17N,2
LKBU,LKNA,1
"4II2",KCFJ,1
"33OI","10OH",1
EGNS,LEPA,1
LIEO,LSZB,1
KMKC,KADS,2
TX05,"02XS",1
YBBN,YLIS,1
LFPO,LGKO,1
EDDC,LOIR,1
LIRA,LKBU,1
"38CL",KEWR,1
EDWF,LIEO,1
KJAX,K9X1,1
KSUS,KHRU,1
K3CK,K93C,1
II14,KFWA,1
KEWR,"0GE0",1
KSUS,MU68,2
KVAY,KPHL,1
K7F7,K21F,1
KMWC,WI28,1
KIND,"6II0",1
EDWR,EDWU,1
KVDF,KISM,1
KMGW,KRDU,2
"33FD",FD37,1
KIXD,SN47,1
KBVY,RI07,1
OR04,"61OR",1
KUDD,KDFW,2
KMVY,KISP,2
LICJ,LFPV,2
KSQL,KLGB,1
LMML,GBYD,1
KDPA,KGRB,1
LIPZ,LKKB,1
UUWW,LIRP,1
KERV,KFTW,3
KHPY,KIWS,1
LGKO,WMSA,1
KIXD,KATW,1
OI88,CYTZ,1
LIPZ,ESSE,1
KRMY,"7MI7",1
NH60,KMDW,1
MA55,KOWD,1
KSUE,KIAD,1
LFNR,EPKK,1
KP08,AZ67,1
KTYS,KSRQ,1
KBWI,KMGW,2
"3VA7",VA85,1
KAKR,CA39,1
KCBF,"71MI",1
KGKY,KSJT,1
XA31,K1T7,1
YSSY,RJTL,1
IL35,"3LL6",1
MO31,MO31,1
KXFL,"0FD0",1
KBGM,KTEB,2
KLOU,"3KY7",1
"44TE","54TE",1
KECP,K54J,3
CSB3,CSB3,3
KFTW,"12TS",1
KSJC,KRIU,1
"16FD",KDAB,2
LYBE,LICP,1
KMSN,"60MI",3
KCLE,KX14,1
"05PS",KMDT,1
PABV,AK92,1
LIEO,LFPV,1
KZPH,FA46,1
KFTG,KLAA,1
OK30,KGCM,1
KCLT,"47FD",1
KJOT,LL97,1
KAHN,K3A1,1
KATL,TBPB,1
KEDN,AL08,1
KAUN,KO41,1
XA48,KDTO,1
KFYV,KCLL,1
KARR,TX03,1
GCRR,GCLA,2
EGNP,EGBB,1
"5FL8",KECP,2
KMVY,KCQX,1
KN12,KCGS,1
EGLF,LEBL,2
RKSI,ULLP,2
"6CL9",KMCC,2
EDDN,EGGW,1
KHWV,KWST,1
KM17,MU27,1
EDFY,EDFG,1
KEEN,"40ME",1
"35OR",KRNO,1
KDCA,KHWV,1
PA49,KMHT,1
LFPO,GOBD,3
KLZU,KSGJ,1
KSYR,"57FA",2
KCUB,CYYZ,1
LIDW,LILC,1
EKCH,LFFW,1
KUES,KFRH,1
LFVP,CYUL,1
EGTK,EGNV,1
LIPB,LOIJ,1
KCDC,K61B,1
CD14,KMDW,3
EBCI,EYVI,1
EDWG,EDWQ,1
GCLP,EDDF,1
KUGN,KDPA,1
KPHL,"3PA6",2
EPMR,LEBL,1
KDNV,"07KY",2
"39PA",PS54,1
WI92,"3WI1",1
KBQR,NK25,1
KJYO,TN71,1
KMSP,GA35,2
KBID,KMVY,3
"0KS0","90KS",1
GCRR,EDDL,1
"2OH2",K22I,1
"83IS",IL16,1
KPWK,WS26,1
YLIL,YCEM,2
"19NC","8NC8",1
SBSP,SDTN,1
KLEB,K4J6,1
KAUS,"86MI",1
KDVT,"24AZ",1
"9IS9","20GA",1
KSFB,"8FL3",1
K68J,KFLL,1
CYTZ,CYXU,1
