"estdepartureairport","estarrivalairport","flights"
KOMA,KDEN,66
ENVA,EHAM,10
LGRP,LZIB,6
KSFB,KLCK,2
KSLC,KRDM,14
KDAY,KDAB,1
KX59,"21FA",1
LIPZ,EDDL,8
EGCC,LSGG,21
ENGM,LGIO,1
LEAL,EKCH,15
PAEN,PANC,269
KCHD,KFFZ,4
MMMX,KATL,40
KSQL,KM45,1
KHEF,KTYS,1
KNSE,"0AL5",18
LPPR,LSZM,14
EDDK,EDDM,62
KLGB,KCRQ,32
KLGB,KRNM,1
KJWN,KBYH,1
VA73,KOFP,2
"61LL",KALN,1
KLSE,KBNA,2
KVNY,KL70,15
KPIT,CYUL,7
KBWI,KCHS,27
NZWN,NZNR,35
LFPG,KATL,35
EGPH,EGGD,28
LFLY,LPPR,1
EPKK,LEAP,1
KSLC,OG08,4
MI56,MI35,3
LA54,KF24,1
KFTW,"2TX6",7
KDAL,KBJC,13
LEMD,EDDP,8
EGSS,EBLG,5
LIRF,LFOB,11
KOWD,KMVY,15
KSTE,KATW,2
K5C1,KERV,6
KTOL,KTTF,3
"6IL2",KJVL,1
"1KY7",KLEX,1
KPHX,"2OR0",2
KEFT,"34WI",1
KPHF,"4VA8",1
NY24,NY24,82
KJQF,"1NC8",1
KCRQ,KABQ,1
KCGC,KCLW,3
KVDF,KORL,2
KX05,FA40,3
KXLL,KXLL,90
KORD,KRIC,40
KSRQ,KSSI,5
KSDF,KPNS,8
K14A,KPYG,1
EINN,KORD,7
KSJC,ELLX,1
K42I,K42I,2
KCVG,"21MO",1
KBAZ,KSAT,3
LGRP,EGNX,10
KRZN,KPNM,1
KPSM,KACK,5
K7T7,KE11,1
ELLX,LIMC,18
MMMX,EHAM,13
"01FL",KSFB,89
KORF,KMDW,14
KSNA,CA22,3
ZBAA,PANC,3
K1G3,"91OI",4
LTFM,EHAM,37
KSVH,NC31,2
KMDD,"7TX7",5
KSHV,KATL,28
K27K,KDET,1
KANE,K12Y,1
KMCO,SBMT,5
EDLW,EPGD,9
YTFA,YPPF,1
KSDF,"1LA1",3
UIII,ULLI,4
KTYS,KBNA,21
KSFO,MMMX,34
EPPO,LKPR,4
KSGF,KGCM,1
KMIC,"5MN5",2
YKRY,YBAF,1
"7KS3",KMKC,1
KTPA,"49OH",11
KJAU,KTYS,2
KHOU,"8NC9",1
KTEB,KMIA,16
LCPH,EGGD,3
EGGD,LCPH,7
KDVT,KGYR,2
KALB,KDTW,27
LLBG,LGRP,23
KEWR,LEMG,6
KBED,KRME,3
"72MO",KSUS,2
EBBR,LHBP,6
KMIV,KIAD,1
KGRK,KGRK,23
EGKK,LJLJ,6
KMMU,"4NJ8",1
KOXC,KFOK,5
"88PA",KPHX,3
LEMG,GMFN,1
LGAV,EDDH,4
KADS,KHKS,1
KATL,KRIC,60
NTAA,KLAX,12
LIEA,LIRF,27
"64KY","64KY",2
CYQB,KDAL,2
KMDW,KRDU,22
KOPF,KORL,3
KOXC,KBDR,7
KFLL,FA81,6
KATL,TJSJ,25
KGSO,KRUQ,3
KABQ,KLUK,1
"58KY","3KY4",1
LEPA,EDLV,14
K9X1,"49OH",2
K4B8,CT09,2
KDFW,KFLL,51
KLEX,"2AR5",1
"8TX7",MSLG,1
FACT,FAOI,16
KSSF,KEDC,1
"1IL4",K1H0,1
K36U,K36U,3
KHAI,MI31,4
KSTP,KCAK,2
CYEG,CYOW,16
ESMS,EPGD,6
KDSM,KOXV,7
EGCC,EVRA,3
TA46,KDAL,1
KSDF,KIAD,26
"98OL",KMYF,1
KFUL,KF70,3
KPJC,KI73,1
VOBL,EDDK,1
KSGF,KBNW,1
"7IS2",KCPS,12
LFPV,LFPT,2
EDFZ,EDKB,1
KRFD,KPWK,1
KSFM,KGHG,1
KLAM,KABQ,8
EGGD,LEIB,7
LICZ,LEBL,3
ESSA,EGSS,7
KNSE,KBTR,1
KTMB,KSFB,3
KDET,KFCM,1
ETOU,EDDF,1
"1FA9",KGIF,2
"1MU2",CYYZ,1
LIPU,LIDT,2
EDDM,LHBP,25
KPWA,OL23,1
KSFM,NH15,1
"2LS3",LA36,1
KPWK,KBMI,5
"3NK5","07VT",1
EDDM,KJFK,10
YWOL,YGLB,2
LFBG,LFBA,1
KLAR,KBJC,7
KHOU,KSAT,9
KLVK,KEUG,1
KX58,KSUA,8
YMEN,YPAD,9
KATL,SBMT,9
KUES,KFTW,1
"1AL8",KBWI,1
EHAM,EBBR,26
KBWI,BIKF,14
LTFJ,HEEM,3
KLEX,"79KY",3
KCMH,OI27,1
KDAL,KTKI,2
KYKM,KBFI,15
KIAD,LEMD,9
LBBG,EPWA,5
YMIN,YPPF,4
KO69,KRBL,1
KARB,KDUH,2
MMMX,CYUL,14
LTBA,LIPB,1
LHBP,EFTP,1
"52KS",KLWC,2
TE71,"7TA0",1
KDXR,K44N,7
"20XS","1TE9",1
KSFF,"8OR5",1
LFBT,LFBT,18
LGKO,LKMT,2
YSTW,YGGO,1
OR04,KBDN,2
KIFA,"5MN0",1
"4PS6",KCXY,1
KFFC,KAIK,1
LIPE,LIMN,3
EDDM,LKPR,21
"1OK0",KPWA,2
MN62,KFCM,13
KHIO,KRNT,3
RJDC,RJTT,6
KANE,KLEX,1
KTKI,KPRX,2
UUDD,UMMS,5
GMMW,EHEH,1
KADS,KAHN,1
KPDK,KLEX,6
LKPR,LSZM,4
KTME,KTTN,1
NZNV,NZRC,28
KHPN,KMTP,3
LIRF,EDDL,13
LTBA,LTCG,3
KEWR,KJQF,1
"06IN",II34,1
LSGG,LGAV,15
KSLC,KRVS,2
KINT,KSAV,1
KMRB,KDMW,4
KSER,KSUS,1
LROP,LGMT,1
K9X1,"06MO",2
LMML,LHBP,11
XA44,"1TE9",1
EGSR,EGNE,1
LSZH,LPPR,25
EVRA,LTFM,11
"4FL5",KLAL,1
EGPK,LEPA,6
KMKE,"7WI8",4
KPIT,KSFO,6
KRAP,"4SD4",6
KFOK,KOAK,1
LPPT,LESO,1
KATL,"55OK",4
LIMC,LD57,4
KFCM,"8MN4",1
SBGL,SBGL,15
EGNR,EGBJ,2
K00R,K00R,3
KJWN,KM02,9
LXGB,EGKK,8
LHBP,EIDW,12
KDFW,"2SD8",1
KDWA,"63CN",2
ESSD,ESSB,1
VNKT,VOMM,1
LL22,LL22,21
XS40,XS40,1
LIMC,LICC,7
LROP,OMDB,9
KTTN,PA05,8
KCRP,"13TS",1
KJWN,KLSF,1
CYYZ,MY37,1
EGUL,ENGM,1
KDSM,"67MN",1
KSGF,KLAS,1
KAPC,KOAK,5
KI23,KLCK,1
KDEW,KBLI,1
KBOS,KORE,1
EDDF,LIQL,5
K2W6,KW32,4
KVPC,KFTY,5
TX37,KT67,2
KIAH,KCLE,5
EDDM,LTFM,23
KGKY,"20TE",6
KEFD,KTIX,1
KSEA,KPHL,12
"34II","7IN9",1
KLOU,"3IN6",12
OMDW,LTFE,3
KDAB,KAIK,1
KSCK,"9CL0",1
KRYY,K9A5,2
UMMS,URMT,3
LICB,LIPZ,1
EPKK,LJLJ,1
EGKK,EGAC,20
KMTN,WV21,1
KORF,KHOU,1
LIRF,EFHK,14
KXNA,KEIK,1
KSOP,KUES,2
KNGW,KALI,1
KLUK,KACK,2
KLAX,EKCH,7
"16IS",K00M,1
LKPR,LTFE,3
KIAD,KPVG,1
LFLL,EHAM,4
GE04,KFTY,2
LDZD,LKPR,3
KHWO,"07FA",3
KPLU,KPDX,1
KOSU,KCLT,1
KMKG,KORD,4
NC47,KLRO,2
CYQB,KBOS,1
"5FL0",KTPF,1
KFCM,KLSE,1
KDTW,KSTP,1
"62PA",KDMW,1
KPDX,K6S2,6
KTTN,NJ50,2
KLAX,CYEG,5
KDTS,KBNA,3
LEBL,EGPK,4
"7XS0",XS64,1
KDOV,NJ58,1
"60TA",KGKY,1
EPLS,EPLS,3
EGGP,EPGD,3
KLHW,KCHN,1
KBNA,"5TN9",1
KHYX,KYIP,1
"14OH",KHAO,1
KIAH,KHHR,3
CYYJ,CYXX,6
EGSS,EETN,5
EGGW,LRCV,6
KF00,TX47,1
KCHS,MS64,1
KAPF,KIAD,1
KOSU,KI86,3
KMDQ,KFYM,5
KTTN,KPWM,15
KFFX,IN82,1
KTOI,FL84,1
KMLB,"21FA",4
"0GE0",GA53,3
KCSG,KHSV,1
KSOP,"5NC3",5
"16AZ",KDVT,1
KCMA,CA16,1
KSLI,KFUL,8
KNGP,KSAT,10
KSTP,"89IA",1
KHPN,KBNA,6
KBKF,"1CO7",1
LROP,LGKN,7
LIME,LYKI,5
KCVG,OK20,1
KEMT,KMYF,8
"6WI1",WS17,1
KECP,KHOU,6
KCLE,KLAX,9
KJFK,CYVR,7
KRBD,KOPF,1
EGLL,FACT,7
LFTM,EDRD,1
KGKT,TN98,1
KHFD,K44N,3
KFFZ,"36AZ",4
CYYZ,RJBB,3
LOWW,KJFK,6
YPAD,YMMB,3
KDUH,OH90,5
II53,KLOU,8
KRNT,"61WA",2
KCHD,"19AZ",4
KDAB,KTMB,1
OI45,OA19,1
"7PS4",KAOO,1
CYHS,CNC3,1
EDRY,LD57,1
LIEA,LFBD,2
KORD,KSRQ,7
KMQY,"7TN5",3
LEGE,LEIG,2
KCYS,KH92,1
K0G7,"74NY",1
"87PA",KPJC,3
LSZN,LSZF,1
"94KY",CYQG,1
KRAP,K3V0,16
KRYN,"6AZ8",8
KPVU,"02KS",1
CYWG,CYHM,8
"38MO",KSUS,1
KGYR,KCHD,3
KABE,KPNE,4
KCQA,KI74,3
EGLM,EGTB,2
LSZR,LDPM,1
EDDM,LTBA,1
KAVQ,KGYR,4
LIPZ,LSZM,3
VGTJ,WSSS,4
KTKI,"86TA",1
EDLP,EHAL,1
LILC,LFMD,1
KLWA,KMSN,1
K9X1,KIAD,2
KADS,KSLR,12
KTRL,"1TA7",2
KVGT,KPVU,4
"3TX9",KCRP,1
KLKU,KCGE,1
CYOO,CPV4,1
LFHC,CYUL,9
YHEC,YHEC,1
"62MO","3MO6",1
KRDD,KRDM,1
"22MD",KBWI,2
KMLB,KLNA,1
ESSA,EPMO,6
EHEH,LBWV,3
KSDM,KEMT,2
EGTF,EGJB,4
KRMY,KJYM,1
FA60,KPCM,1
KRFD,"7MO5",2
MI55,PN25,1
KAGC,PN25,6
KLAX,KLAS,268
KSAT,KDFW,95
KTEB,KADS,5
EDDF,LFPG,85
YMTG,YMML,12
KMKE,KBOS,18
K6S8,"1MT9",2
KGEZ,KMPR,1
KP08,KIWA,32
KDFW,KABQ,52
RJTT,RJOM,84
KTPA,KDCA,35
KRHV,KE16,17
KGSP,KATL,57
SBGR,SBMT,18
EDDB,LWSK,7
ESGG,LFMN,2
TS01,KGTU,116
KPBI,KATL,42
KOAK,KMCC,6
KPMP,FL41,8
KLAX,CYYZ,59
EDDL,LEIB,13
ESOW,LEAL,2
KTPA,KXNA,2
KSBD,KSBD,123
KLZU,KJZP,1
LPMA,LPPT,87
KBOI,KPDX,39
KABE,FD38,1
CYXE,CYPA,34
LFPO,LPPR,66
EDDF,LPPT,47
KDEN,KBIL,24
KLNS,KMJX,1
KPHF,IN84,1
KH19,K1H0,2
KCMH,"82OH",2
LEAS,LEMG,6
LSZH,LIML,5
EPBC,EPBC,46
EDDB,LPPT,19
EGPH,EIDW,76
RPLL,RJGG,16
WMSA,VTBD,7
KALB,KSVH,1
KMDW,KHAO,2
OR28,"67OR",1
KAUO,K26A,3
"0FA1",KLEE,1
RJAA,KLAX,51
KBOI,"69CL",2
KSFO,KL22,39
KAUS,KSLC,34
LFBP,LFPG,26
KRIC,KMIA,7
ESSA,ESMT,2
LBSF,LYBE,12
KADS,"25TE",1
"56WI",KORD,9
KVUJ,"1NC8",1
EBMB,EPWA,23
KDAY,KTEB,3
"88PA",KORD,8
KCVG,EBBR,10
LGKO,EGGD,10
KSBP,KSNA,16
KOKC,KDFW,65
KEWR,KCLT,78
EDLW,LEPA,20
LEPA,ESKX,1
KMBO,MS06,1
KGDJ,KBKD,1
KATL,OR50,3
KRNT,K5W1,1
LSZB,LSZB,57
KATW,KSFB,1
KSYR,KBDR,2
KPNS,"79MU",3
KSUU,CA59,1
EPWA,LGRP,13
LICZ,LSZH,2
TA80,KADS,1
KI12,KEYE,1
KJQF,"1NC6",1
"88PA",KMDW,2
KBOS,KDWH,18
KORD,KIAH,12
KAGC,"69OI",1
KAFW,WI86,1
KMSN,KEWR,7
KFAR,KMSP,36
LFPG,CYQB,7
LPFR,LOWW,6
KOPF,FL36,4
"90KS",KGOK,1
KRDU,KMHT,2
CYYC,KBNA,6
KMCI,KDCA,23
KBNA,KCGI,7
LFMT,LFPG,22
LFEN,LFOT,1
LOWL,LIPO,1
EGPT,EGTF,1
WBKK,RKRB,3
KSEA,RCTP,30
KGRI,KMLE,2
KIAH,"6XS5",5
OMAD,OMDW,2
KHEF,K2W6,6
KCPK,KHKY,1
CYYC,KSEA,36
EPGD,EDDB,5
EGBB,LGAV,3
KEWR,KF45,7
KTYQ,"35IN",2
KAYS,KANB,1
EPKT,EPKT,10
KHVN,KMVY,2
KMDW,KCOS,9
EDMQ,EDMJ,1
KLAX,KRFD,3
KSBY,KSDF,1
KRME,KRME,42
KERV,KSKF,2
EIKY,KTEB,1
KSNA,KSTS,8
KYIP,KTEB,4
NY97,KMSS,1
KHST,"14FD",1
LPPT,EHRD,5
EPKK,EPGD,4
EKCH,EDDS,12
K87Y,KUES,1
KADW,KFME,2
NZWU,NZOH,2
EDXB,EDDH,3
LSZH,LEBL,51
VOBG,VOMM,4
EKCH,ENCN,5
KSDF,KONT,24
KJOT,K1C5,1
LCPH,EGBB,3
KLAS,"5TX6",3
EGTU,EGHP,4
EVRA,EETN,29
OMDB,EDDH,11
WN24,CYBL,1
KSBA,KADS,1
KT74,KT74,21
MD09,"14PS",1
KCMA,KVNY,49
LGRP,EGKK,31
KORL,KCHS,3
KPNS,FL15,1
KTPA,KSOP,1
EGKR,EGDV,1
KPWA,KAMW,1
RKSI,VTCO,8
KIAD,KIAD,7
"8TN6",KMQY,2
KECP,KDCA,7
LOAU,LKZN,1
KMDW,KSAT,13
SBGL,SBSP,24
KEAU,KFAR,1
KAVQ,KFFZ,21
KCLT,KXNA,17
KONT,CA22,4
LGKV,EDDM,4
LIMC,OMDW,3
K7D3,"6MI2",2
KMLB,KPBI,3
KORD,SC58,12
EFHK,EFJY,9
KSBA,KDVO,1
KSDF,KSNA,4
EDDV,EDVM,7
KJWN,KOKC,1
KCAK,KPHL,3
KAVL,"2AR5",1
"20NY","20NY",8
KPDX,KMDW,18
EGGD,EDDB,6
KMSL,KCLT,7
"90KS",NE42,1
LL59,LL59,47
KDZB,KTKI,1
KIAG,KFZY,1
LMML,LDZB,1
PANC,KRFD,9
EPKK,LEAL,4
WARS,WARC,3
KDEN,MMMX,11
EHAM,LIRP,7
EPRZ,EDDM,9
NC63,KAUS,1
KCDW,KSWF,2
CYUL,KMSP,20
SBPP,SSIV,1
VA36,KFVX,1
KNGP,KTFP,20
EGDD,EGDD,2
LIPZ,EFHK,11
KHRJ,KTTA,4
KRDU,KSAV,1
KADS,KHPN,2
"62IA",KOVO,1
KUES,KPWK,7
LFPO,LFRB,1
LGSM,LGKO,2
LFMN,OM11,1
K88R,TE26,1
KDFW,KVUO,2
EDSE,EDSO,1
KRST,KPNE,1
OMAD,VECC,1
K1G3,K62D,6
KTUS,KHND,4
EGCC,LEMG,41
KDNL,"33NR",1
EGGP,EGCB,1
KBOS,KLNA,1
KPHL,EDDF,5
EPKK,LTAI,6
KSNA,SN68,1
"33KS","81KS",1
VT39,KPBG,1
KRNV,K5A6,1
KRUQ,KHMZ,1
EGNJ,LPFR,1
KAUS,CA59,1
KBTL,"42MI",3
LIML,EGWU,4
VI20,VI20,14
KENW,KLAL,1
KHVN,KHOU,2
XS18,XS18,2
KBUR,KBJC,7
KOAK,KTOA,1
KBVS,KBVS,24
KSUA,KX58,18
KBNW,KPEA,1
SBVT,SBVT,18
EGKB,EGHA,2
EDDK,LTBL,10
KSAC,KOAK,4
KSEA,OG51,2
KDVT,KFFZ,10
LIRF,HEAZ,3
EGBB,LEIB,13
YPOD,YWBL,2
KDFW,KEUG,7
KRIC,KF45,1
"06VA",KW45,1
KUWL,KBAK,7
LEPA,EGGW,41
RCTP,RJGG,50
KMOD,KMER,4
KJAX,KBOS,28
"92MI","92MI",1
EGLL,KEWR,56
KDFW,KDFW,29
EDXK,EDXJ,2
KW40,KW40,26
LEMG,EIDW,54
EGBB,LGSA,1
KSTS,KLAX,13
KDXR,KDXR,65
KBLI,"1WA9",28
"1IL8",IL78,1
KMSP,"9SD9",7
KORD,KMKE,92
KSJC,KSNA,56
KCCR,KCRQ,1
KSGF,MO31,1
RJTT,VHHH,49
"62TX",KHLR,4
NZHN,NZCH,15
NZCH,YSSY,34
EIDW,LPFR,55
EDJA,LIBP,3
CA53,KO37,1
KOKB,KWHP,4
KGAI,KGAI,180
KSFZ,MA75,5
KSTL,KLGA,70
KECG,KOAJ,2
"02VA",KHEF,1
KPHL,"37MO",1
KSUS,KMSP,1
EGKK,EGAA,38
KDPA,KDPA,254
KCVG,KBNA,8
KAUS,KBWI,26
KJQF,"9NC7",2
ENGM,LYBE,10
KDTW,KTYS,14
KBKL,KOPF,1
KMDW,KSEA,19
LEPA,EDDB,65
KMRB,MD48,1
KMSY,KPHL,13
KLOM,KRDG,6
KORL,KRDU,1
KMDW,KTPA,28
KFLL,KNBJ,1
EGSS,LPFR,32
"50II",KEYE,1
KHKS,KTTA,2
LEBL,LIPE,29
KDTO,KGPM,3
NC42,"6NC8",1
KLGA,"9NC9",3
EDDF,LTFM,37
LIME,LEIB,13
KORF,KLGA,37
KPAE,"96WA",8
EGLL,EDDM,93
EKCH,EDDH,32
"65WA",CA57,1
KPDK,"67GA",6
"4TN2",KTYS,4
KDFW,KDEN,124
KBCB,KPSM,1
KDHN,KLSF,4
LSGG,EKCH,29
KMCI,KBOS,17
DE12,KBNA,1
"6MD8",KPHL,8
KRYY,KRYY,75
KLNK,KDEN,22
KESN,KMIA,1
CYQQ,CYVR,44
RI20,KPIT,1
KUES,"0WI2",1
KPWA,K9D9,2
LFPG,CYUL,47
LEMG,EDDS,4
LFLU,LFLU,21
EKCH,LOWW,38
LPPT,EPKK,2
KORS,KBFI,33
KLNC,KFTW,1
K7S5,KM94,1
KABQ,KLAS,48
EDFM,EDFM,23
KRAP,KRAP,48
KTME,TA57,1
"54KY",TN48,1
ENZV,LEAL,4
KDSM,KPIE,2
KSTL,KCAK,3
"4NY8",KDCA,1
KMCO,KHOU,29
KMCO,KDWH,25
LFBD,EKCH,3
YSSY,VIDP,9
KLAX,OMDB,6
KBDU,"09IA",1
KFTW,KDAL,6
LBSF,LCLK,4
KPHL,KPHL,21
FL16,KGIF,6
KHVN,KHVN,26
KISM,TJIG,1
NZTG,NZAA,45
KMWO,"10IN",1
KDEN,CA59,21
KBFI,"80WA",1
VIAR,WMKK,6
KSFO,KOMA,8
"12TS",OK21,1
VIDP,VEDG,5
KUNU,KBUU,1
KCLT,MD00,8
K1G3,KCAK,16
EGAA,EGBB,32
WV68,K48I,1
EYVI,LEBL,9
KPHL,KTYS,24
LFMN,LFKF,10
KPAO,CA16,5
KFAR,KFCM,13
EGGD,LFOZ,1
KBUY,KISO,1
KE63,KGYR,13
KSMX,"5CL1",4
VIAR,OMSJ,3
KBKX,KBKX,176
KSDF,TJSJ,19
KLBB,KSDL,1
VT25,KLGA,11
YPPH,YBBN,72
KPHL,CYQB,14
KTEB,GA53,1
KORD,AL18,24
"8TN6","0AL9",2
"00WI",KC35,1
KSTP,KBNA,1
LMML,LIPH,8
EGSS,LOKF,1
KSBA,KLAS,9
KDMW,KIPT,1
KMKE,"1AZ8",1
LSZH,EGCC,14
LTFM,EDDB,26
KCLT,KADW,1
EPPI,EDWO,1
RPLL,RPLL,46
KSTL,K3I3,1
KMMU,KBOS,4
IN49,KGEZ,1
VT47,PN14,1
LEMG,EDSB,3
OG01,KSLE,2
KMCF,KADW,1
YSCB,YSCB,50
K9X1,KORD,5
"4NY4",KGBR,1
LFML,DAOO,6
K33N,KCPK,1
SBRJ,SBMT,8
EPWA,KLAX,6
EDDK,LIMF,1
KBVY,NH96,1
EDDN,LGRP,10
KCPR,KCYS,4
KMSP,"1MU8",1
PA82,KPIT,1
KOKC,K3T5,2
KIND,KOKC,1
EPRZ,LFPO,1
EDDB,EDMO,7
LGMT,LJLJ,1
KGSO,K49A,1
KBOS,KRKD,29
KE16,KSJC,4
KCLT,FA62,5
"09NR",KFBG,1
EDDB,LEMG,15
RCTP,LIRF,3
KHVN,CT19,1
KMKL,KMKL,6
KABQ,KFFZ,2
CYYZ,KRDU,16
"46VA",KFCI,1
KIAD,LTFM,9
KAUS,KOPF,3
KMIA,KSEA,15
KULM,KMKT,5
KTTF,"78MI",2
KDFW,"97CA",1
MU97,FD35,1
KHYA,KLSE,1
LIMC,EFHK,14
KX26,KVRB,2
EKBH,EKBH,5
KI74,"9OI7",1
KIKV,KEBS,1
LIPS,LIPS,3
KLNK,NE39,1
AZ64,AZ79,1
KLEB,KHEF,1
KHWD,KWVI,3
KLAS,K9X1,18
KBWI,KBDL,13
KOFP,KONX,2
KC81,KC81,3
KMSP,"09WI",1
KDAB,KX21,18
SN75,KLNK,1
K36U,KVGT,2
KTPA,KMCO,6
ENGM,LOWW,12
LIEA,LZIB,5
KRYV,KUSE,1
KDAB,FD96,1
KDCA,"24FL",4
FALA,FACT,38
EGLL,KSFO,48
KBWI,"6IN6",3
KLAS,KVGT,13
EGSC,ESGG,3
EDKB,EDDF,1
RI20,KSLK,1
KSAT,KLAS,52
EGHO,EGTC,1
BIKF,KEWR,14
UGSB,LTFJ,4
KSAN,K9X1,9
LSPV,LSZR,3
LFMV,LSGG,2
KLOU,"52KY",1
EFHF,EFTP,1
EGNX,LIMC,6
KFAR,NE42,1
LFKF,LFPG,4
EPKK,EDDS,3
KCRQ,KSFO,5
KLAS,KFLL,23
KTEB,"14MI",1
KAIK,KAUS,1
KARR,"2LL9",5
PHNL,KPHX,6
YPAD,YCVG,7
"79MU",KMCO,1
KHPN,VT31,2
KJAN,KSTL,1
"7TA0",TS87,8
KPHL,KMCO,93
KTTN,KMJX,12
CYEG,CYYJ,13
KATL,CFQ7,1
KBNA,KBOS,68
KDKX,KDKX,122
KAGC,"7PS7",5
K8A1,KLEX,1
OMDB,EDDL,10
KORD,KMKG,4
"32TX",XS25,1
RCTP,EGLL,5
YMRY,YMRY,18
KSAN,KSEA,95
OK16,KBVY,1
EDHK,EDHF,2
KCHS,KISO,1
"0CL3",KSEE,11
KTEB,"2MN8",1
LPPM,LFLI,1
"1LL8",IS52,1
CYUL,KORD,53
VTCC,VTBS,140
"8NC7",KW03,1
KDCA,KMHT,27
WN07,KPAE,2
KCFE,KANE,4
KDAL,KMDD,25
LFBO,LSGG,9
KS83,WT88,1
KCVG,KSAT,6
KBAK,K3CK,1
CYCD,CYVR,116
KLZU,"85GA",5
KSLN,KSLN,201
KUAO,OR28,3
LEAL,LFPO,25
LKPR,EDDF,33
EBCI,LFML,9
KEWR,SBMT,7
OPMT,OMSJ,2
"9PA2",PA76,1
KMYF,KDVT,3
KSTS,CL36,9
"89VA",KHEF,1
KLOT,KLOT,445
"27CL",KLAS,13
LIMJ,LFPO,2
EDDL,LFPG,39
EPWA,EDDP,5
EDDM,LOWW,47
EHAM,LTFJ,33
"99KY",KDVK,1
KBOI,KSLE,3
KSGJ,KMSY,1
LEGT,LEGT,5
EDDB,ENGM,23
KSGF,KADS,2
LMML,LSZH,17
KSLC,KORD,60
LEBL,LFMN,40
RJBB,RKSO,1
KDVT,"18AZ",3
KLAS,KSJC,105
EDDB,LSZM,15
LFPG,LYBE,16
LFMV,LFPB,2
RJBB,VHHH,110
KDTW,KSDF,37
KDCA,KOKC,14
UUWW,URMM,3
KBDR,KFRG,20
KLGA,"90VA",1
KDFW,FD38,8
EGBO,EGBO,8
KLAX,KBWI,36
CYCD,CYCD,5
KDCA,KBWI,2
EVRA,EKCH,28
EDTX,EDDB,4
KBED,CYYZ,6
KOPF,KFXE,8
KMSY,KSLC,6
KCXY,"34PN",2
KROC,"90NY",17
KBJJ,KBIS,1
CYVR,PHNL,16
KMSY,KCHS,5
EHEH,LIRP,7
KCLE,CYYZ,21
RKSS,RKSI,11
KPUB,KMDW,1
KJAX,KDCA,27
CYUL,EGLL,21
CYYZ,KPHX,13
"7MN3",KBMG,1
KVUJ,KUZA,3
KSEA,KBUR,35
KOKV,KFDK,5
OMSJ,HEAZ,1
OR64,"00WN",1
EGAA,EHAM,4
"2TE2",K52F,2
KBCT,KVDF,3
LGTT,LGAV,2
KPUB,KSLC,1
KFLL,CYYZ,34
EYVI,EGGW,12
EGCC,LWOH,2
EDDP,LFPG,23
KBVY,KACK,4
KDVT,"2AZ7",6
KVNY,KSLI,1
KLAX,"05IN",3
KMCC,K2O6,3
KDWH,KDWH,3
"9WI8",KDET,1
KSFB,KDAB,17
LFMA,LFMA,23
EGTC,EGBM,1
KJFK,OR50,1
KMIA,MBPV,21
LFPG,EFHK,47
EIDW,EGNX,14
IN49,KFFT,1
KABQ,KBUR,7
KDEN,KORF,12
KMAF,KMDD,3
KORD,KMCW,12
EGNX,CYHM,5
EDMS,EDMS,27
YBLN,YAUG,1
KHKY,KMRN,2
KFLL,KSFO,20
LECU,LECU,41
KATL,KROA,22
LFMP,LFPO,15
KCDW,KMHT,6
KMDT,KDTW,13
CT31,KBOS,1
YPMQ,YSWK,6
KSLK,KBOS,17
KZPH,KZPH,35
KORD,"49OH",48
CYTZ,KALB,1
KSEA,"1ID4",8
KBID,KHVN,1
KGEU,KP19,1
KTTN,KBNA,2
KIMS,KI67,2
LEPA,EDSB,27
"43NC","43NC",5
"3NK5",KCAK,3
EDLB,EDLH,1
EGQK,EGPE,7
EGGW,EPWR,7
EPWA,EVRA,14
LFPB,LEPA,2
KBLM,KDTW,1
KONT,KCLT,9
LOWW,LFXA,2
MO03,KSUS,2
EHBK,LFOY,1
KLAS,KLOT,1
KSNA,KBJC,3
EBMB,LOWW,31
YNTM,YBUN,1
KORD,VHHH,9
KAPA,KBFI,4
ESSA,LD57,2
"7OA7","7OA7",21
KHPN,KDXR,6
LFMD,LFFK,2
WMKK,WBKL,1
RJBB,RJGG,2
KBNA,"8NC9",1
KW45,VA79,3
KHPN,MA43,3
KFFZ,KPVU,1
"5II9",KHUF,7
KCJR,VG07,4
"01IA",KBNW,1
KWDR,"8GA9",1
KMGJ,KCDW,6
VHHH,OMDB,19
KMVY,KTEB,18
KMRH,KMRH,1
KLEB,KCON,4
VIDP,EHAM,11
KSFM,KBED,10
"5XS0","5XS0",3
KO69,KMOD,1
KOPF,KCHS,3
KOAK,KPDX,27
RCTP,KSEA,22
KSBD,KSBA,2
LIRF,KSFO,14
NZRK,NZRO,2
KEUG,KSAN,8
"01IA",KPWC,1
KBKV,"12ME",1
YTWB,YBAF,10
KCAK,KTPA,2
CYHM,"2NK9",1
KTKI,TX00,1
KI75,KPRO,1
KORD,"2LL4",4
EGHR,EGLM,4
ENZV,ENSN,8
VHHH,VHSK,16
KHPN,"0NK6",2
"69OK",KMIO,1
KMHT,KMHT,13
KPHX,"06MO",5
KPDK,KTEB,14
EBBR,LIML,13
LFTW,LFMP,11
EKCH,LIRF,30
TNCA,KCLT,11
MMMX,KSLC,10
KDTS,"24FL",2
LFQQ,LFBD,10
LIPZ,LIPU,2
KPIT,KBFD,7
KOMN,KDAB,13
EDDM,LTFJ,19
KVPZ,II65,1
LIRA,LIRA,8
EDHE,EDHE,13
EDFC,LKPR,1
K7B6,RI11,1
KDTW,KIKV,1
KRDU,KMDW,22
KMHR,KLVK,7
"3NJ9","3NJ9",1
